day,pressure,maxtemp,temparature,mintemp,dewpoint,humidity,cloud,sunshine,winddirection,windspeed,rainfall
141,1008.9,30.8,28.8,26.4,25.4,98.0,93.0,0.6,170.0,25.1,1
142,1008.1,32.8,29.0,27.4,26.6,82.0,88.0,0.2,220.0,38.3,1
143,1006.5,33.8,30.0,27.0,25.0,69.0,70.0,6.9,220.0,23.9,1
144,1008.5,31.0,28.3,26.8,24.4,65.0,49.0,11.8,220.0,9.1,0
145,1006.8,33.0,30.1,28.0,24.8,75.0,69.0,10.1,230.0,12.6,0
146,1008.2,33.3,30.3,28.7,25.8,78.0,32.0,11.8,200.0,9.1,0
147,1008.5,29.1,26.2,24.8,24.9,58.0,48.0,8.4,70.0,23.7,1
148,1008.2,32.3,30.1,28.4,26.4,81.0,30.0,11.5,230.0,39.3,0
149,1009.9,32.4,30.2,29.0,24.3,79.0,32.0,1.5,220.0,30.4,0
150,1008.5,33.9,30.0,28.1,25.4,80.0,79.0,5.7,200.0,39.9,1
151,1009.8,33.0,30.4,27.9,26.2,79.0,21.0,8.5,220.0,50.6,0
152,1010.0,34.2,30.8,28.2,26.2,84.0,57.0,5.9,130.0,24.4,1
153,1007.7,32.0,30.4,28.3,25.4,74.0,46.0,10.3,190.0,19.0,0
154,1006.1,33.3,30.5,28.8,25.4,78.0,66.0,6.5,80.0,9.9,1
155,1008.2,34.0,30.2,28.2,26.5,81.0,79.0,6.8,290.0,43.8,1
156,1008.1,34.0,30.8,28.7,25.2,74.0,22.0,11.8,240.0,12.5,0
236,1005.0,35.3,31.0,26.4,26.4,74.0,49.0,10.8,230.0,28.6,1
158,1008.9,33.4,30.4,28.6,25.7,82.0,72.0,7.7,60.0,40.8,0
159,1005.3,32.0,29.2,26.2,26.3,87.0,85.0,1.5,220.0,4.5,1
160,1009.5,32.8,30.1,28.1,26.1,75.0,61.0,7.2,110.0,9.2,1
161,1009.3,31.7,29.4,27.6,25.6,84.0,86.0,1.6,190.0,21.6,1
162,1007.8,32.9,30.1,28.1,25.7,79.0,72.0,8.8,200.0,16.2,1
163,1006.6,32.9,29.7,27.3,25.0,81.0,75.0,2.1,220.0,19.8,1
164,1008.5,35.1,30.8,28.0,25.9,75.0,32.0,9.5,220.0,12.6,0
165,1005.5,33.0,30.0,27.4,25.0,74.0,29.0,10.0,190.0,22.6,0
166,1010.3,32.8,29.2,27.9,25.2,84.0,85.0,2.1,100.0,13.0,1
167,1007.7,31.1,28.6,26.8,25.4,81.0,88.0,3.8,180.0,11.3,1
168,1008.8,31.0,28.4,27.4,25.4,82.0,88.0,7.0,220.0,13.6,1
169,1001.0,32.1,30.0,28.1,25.8,75.0,78.0,8.3,230.0,14.3,0
170,1000.1,33.7,30.1,28.6,24.8,75.0,48.0,7.0,70.0,28.5,1
171,999.0,35.0,31.5,28.2,25.3,76.0,38.0,10.0,280.0,30.0,0
172,1005.4,30.8,28.9,26.0,25.5,88.0,88.0,1.9,240.0,29.0,1
173,1003.8,31.3,28.1,26.5,25.6,85.0,87.0,0.1,220.0,29.6,1
174,1005.9,31.3,28.7,26.5,26.3,93.0,88.0,0.1,130.0,27.0,1
175,1008.1,35.0,31.0,28.4,25.0,75.0,78.0,9.0,280.0,18.0,0
176,1000.7,30.4,28.6,25.4,25.5,84.0,84.0,5.7,220.0,11.7,1
177,1009.7,32.8,29.6,27.6,25.8,79.0,76.0,7.1,210.0,18.8,1
178,1008.8,31.4,28.7,27.0,25.4,81.0,84.0,1.8,200.0,12.8,1
179,1008.6,30.6,28.6,26.9,25.0,86.0,88.0,0.4,250.0,21.9,1
180,1007.6,32.2,29.2,26.2,25.9,86.0,82.0,1.2,180.0,14.6,1
181,1008.1,32.0,29.6,27.8,25.3,80.0,69.0,6.0,230.0,12.8,1
182,1010.5,32.0,29.1,27.0,25.0,85.0,83.0,6.5,250.0,21.9,0
183,1008.5,29.2,27.8,26.6,25.4,89.0,81.0,6.4,190.0,23.9,1
184,1005.2,32.9,29.9,26.8,26.1,75.0,71.0,7.6,230.0,13.3,1
185,1009.1,33.1,30.8,28.4,24.9,76.0,30.0,9.4,220.0,11.9,0
186,1007.8,31.4,30.6,28.9,24.8,78.0,58.0,10.3,220.0,15.1,0
187,1005.9,33.2,30.1,27.9,24.8,72.0,28.0,11.8,130.0,14.6,0
188,1008.3,33.2,30.0,28.8,25.2,81.0,77.0,7.8,220.0,22.5,1
189,1009.5,33.3,30.0,27.8,25.8,79.0,43.0,9.5,220.0,11.2,0
4,1007.9,33.0,30.1,27.8,25.1,78.0,67.0,5.7,220.0,12.5,1
191,1005.7,31.0,29.2,27.8,26.2,83.0,83.0,4.7,60.0,14.8,1
192,1008.0,33.0,30.2,28.4,25.2,78.0,69.0,10.8,220.0,12.0,0
193,1005.9,33.3,30.6,28.2,25.6,84.0,81.0,3.0,240.0,12.9,1
194,1006.1,32.3,30.0,28.1,24.7,79.0,57.0,6.1,210.0,20.2,0
195,1007.9,32.3,29.1,28.9,26.4,79.0,78.0,8.2,270.0,25.1,1
16,1008.4,32.3,29.0,26.5,24.4,79.0,40.0,11.2,220.0,12.4,0
197,1008.4,34.4,30.1,28.5,25.6,72.0,41.0,10.4,20.0,4.4,0
198,1008.1,33.1,30.1,28.1,25.8,75.0,46.0,10.2,240.0,4.5,0
199,1003.4,33.2,30.6,28.0,24.4,74.0,47.0,10.0,60.0,14.8,0
200,1009.6,34.0,30.0,26.5,24.3,80.0,63.0,6.8,190.0,7.9,1
201,1011.4,35.6,31.0,27.8,24.6,77.0,47.0,6.3,220.0,25.2,1
202,1008.4,33.3,30.6,28.4,24.2,72.0,54.0,10.1,200.0,9.5,0
203,1011.4,31.4,28.9,26.7,24.5,81.0,88.0,2.2,100.0,22.5,1
204,1008.0,31.0,28.4,26.3,25.3,85.0,88.0,1.9,40.0,13.0,1
205,1009.9,31.8,28.0,26.6,24.8,84.0,78.0,4.1,290.0,8.1,1
206,1000.0,31.4,28.0,26.9,24.7,79.0,84.0,2.9,220.0,23.9,1
207,1005.7,30.5,27.1,25.0,24.3,87.0,79.0,5.9,230.0,12.8,1
208,1008.3,30.8,27.0,25.8,24.2,84.0,85.0,2.4,210.0,13.1,1
209,1007.4,33.7,30.2,27.0,26.1,89.0,87.0,0.6,230.0,11.0,1
210,1008.1,33.7,30.3,27.8,24.3,72.0,29.0,5.9,10.0,9.2,0
211,1009.3,32.8,29.7,28.1,24.5,78.0,78.0,8.6,230.0,25.2,1
212,1011.3,32.4,28.1,26.8,24.5,77.0,54.0,9.9,100.0,20.0,1
213,1008.2,30.6,28.4,26.3,25.3,81.0,82.0,2.8,220.0,25.5,1
214,1008.5,35.0,31.3,27.8,25.3,75.0,30.0,9.1,130.0,9.2,0
215,1000.0,32.3,28.0,27.3,26.2,89.0,80.0,6.1,210.0,25.1,1
216,1008.1,31.7,29.1,26.5,26.0,82.0,85.0,0.4,230.0,25.9,1
217,1008.3,29.1,27.9,25.8,23.2,72.0,69.0,7.1,70.0,25.9,1
5,1005.7,31.7,28.5,27.3,24.3,76.0,49.0,7.2,240.0,15.1,1
219,1008.1,32.0,28.1,26.8,25.4,84.0,78.0,4.6,220.0,15.7,1
220,1001.4,32.7,29.7,27.3,25.1,78.0,67.0,5.4,220.0,11.7,1
221,1006.8,30.5,27.0,25.2,25.2,86.0,87.0,0.4,230.0,22.3,1
222,1005.7,32.4,29.4,28.2,26.6,81.0,78.0,6.0,220.0,20.5,1
223,1008.5,30.3,27.6,25.1,26.4,89.0,80.0,4.0,70.0,10.3,1
6,1002.5,32.0,28.9,26.4,24.9,84.0,73.0,8.4,20.0,9.5,1
225,1008.9,29.9,26.6,25.9,23.2,85.0,82.0,2.1,120.0,7.9,1
226,1011.5,28.6,26.8,24.5,23.2,80.0,88.0,1.2,60.0,6.6,1
227,1010.2,32.0,27.1,24.8,25.9,82.0,49.0,6.1,250.0,12.0,1
228,1005.5,27.9,26.7,25.3,25.2,93.0,88.0,0.0,230.0,19.8,1
229,1009.2,28.1,26.4,25.3,24.7,81.0,84.0,1.4,190.0,21.5,1
230,1009.7,32.3,29.0,28.0,25.9,81.0,84.0,2.5,220.0,14.5,1
231,1012.4,32.8,29.3,26.8,24.1,86.0,78.0,2.3,220.0,25.0,1
232,1010.9,29.2,26.4,24.8,25.5,88.0,83.0,2.3,130.0,28.0,1
233,1008.5,30.7,28.8,25.8,23.0,79.0,84.0,2.5,50.0,11.3,1
234,1008.6,31.0,27.1,25.8,25.0,77.0,70.0,6.4,180.0,15.3,0
235,1010.5,30.6,28.0,26.9,25.0,84.0,57.0,3.9,180.0,13.6,1
236,1011.1,33.7,30.2,27.6,25.8,75.0,39.0,9.1,130.0,30.5,0
237,1006.2,32.4,29.1,26.8,22.9,77.0,59.0,3.5,220.0,12.3,0
238,1007.9,31.4,28.7,26.5,24.1,87.0,83.0,3.0,80.0,37.5,1
239,1009.4,31.9,28.6,26.5,22.1,83.0,83.0,3.4,80.0,34.0,1
240,1013.2,31.3,28.9,26.2,25.6,81.0,82.0,3.2,220.0,22.9,1
241,1015.0,30.7,27.0,25.5,21.4,76.0,49.0,8.8,90.0,21.3,0
242,1015.0,31.9,28.4,26.4,24.9,74.0,67.0,8.0,40.0,38.0,1
243,1008.9,31.2,28.3,26.7,25.3,83.0,85.0,2.2,240.0,39.7,1
244,1007.6,31.0,28.7,25.8,22.1,76.0,83.0,2.0,220.0,34.0,1
245,1010.2,31.7,28.2,25.9,23.8,79.0,88.0,1.6,70.0,22.0,1
246,1012.8,30.7,27.7,26.0,23.6,75.0,43.0,7.2,90.0,25.1,0
247,1008.1,31.0,28.2,26.9,24.8,75.0,78.0,2.0,200.0,36.0,1
248,1005.8,31.7,28.7,26.2,25.8,79.0,73.0,7.9,220.0,29.6,0
249,1006.4,31.0,28.4,26.1,26.0,87.0,81.0,3.5,220.0,34.8,1
250,1010.5,30.8,28.2,26.1,25.2,83.0,81.0,2.1,140.0,25.1,1
251,1011.4,31.7,28.0,26.9,23.7,75.0,54.0,6.0,20.0,9.1,0
151,1008.4,32.8,29.4,27.0,24.3,74.0,27.0,10.6,220.0,12.4,0
253,1010.0,31.5,29.8,27.4,20.4,77.0,60.0,10.2,20.0,20.9,0
254,1013.3,29.4,27.7,25.8,24.5,84.0,77.0,1.8,80.0,34.8,1
255,1009.5,31.5,28.8,26.6,25.7,87.0,81.0,4.7,200.0,12.6,1
256,1014.2,30.9,28.1,25.2,25.2,84.0,60.0,11.1,140.0,12.9,0
257,1013.7,31.0,28.1,26.8,24.9,81.0,84.0,1.0,210.0,50.6,1
81,1011.9,31.9,28.0,25.8,25.6,81.0,89.0,1.1,100.0,24.0,1
259,1011.2,29.8,26.4,24.4,23.1,80.0,51.0,6.1,220.0,7.9,1
260,1008.1,28.1,27.9,25.3,22.2,79.0,84.0,2.0,10.0,50.6,1
261,1012.2,28.4,26.9,24.3,23.3,79.0,47.0,8.4,240.0,7.9,0
262,1010.0,29.7,26.4,24.4,23.1,82.0,88.0,4.5,40.0,13.7,1
263,1005.5,27.5,25.6,24.5,24.2,92.0,91.0,2.3,230.0,23.3,1
264,1017.0,30.1,27.8,26.1,24.7,74.0,72.0,11.1,60.0,18.4,0
265,1016.4,31.9,28.1,26.3,23.4,79.0,47.0,9.1,40.0,43.1,0
266,1013.1,24.6,23.1,21.0,20.7,91.0,88.0,0.0,70.0,46.3,1
267,1018.1,29.4,26.2,24.5,24.7,61.0,61.0,6.5,200.0,39.3,1
268,1018.0,31.2,26.7,24.7,23.1,78.0,61.0,3.9,70.0,34.0,0
269,1017.7,29.4,25.9,23.4,20.3,79.0,74.0,3.2,70.0,48.0,1
270,1017.0,23.1,21.6,20.5,19.6,78.0,88.0,0.0,70.0,50.6,1
271,1017.0,31.7,28.3,25.3,23.4,84.0,78.0,4.2,100.0,11.7,1
272,1017.0,29.1,27.5,26.0,20.6,65.0,51.0,8.6,80.0,39.3,0
264,1011.2,26.8,24.5,23.2,23.7,77.0,56.0,6.0,80.0,37.7,1
274,1016.8,28.4,24.5,22.3,19.4,74.0,49.0,6.4,10.0,21.9,0
275,1008.8,27.6,25.0,24.5,24.3,62.0,88.0,8.2,230.0,39.5,1
276,1017.1,26.6,24.8,23.9,19.3,75.0,68.0,10.1,70.0,33.4,1
277,1016.7,29.2,25.8,23.1,17.8,67.0,17.0,10.2,70.0,15.7,0
278,1011.6,28.2,25.5,22.8,23.6,76.0,47.0,9.4,90.0,19.0,1
74,1011.4,29.1,25.8,23.1,19.3,70.0,32.0,10.6,10.0,9.9,0
280,1010.8,22.7,20.9,19.3,18.0,79.0,88.0,0.6,50.0,18.6,1
281,1011.4,27.5,22.8,22.5,19.4,76.0,85.0,2.5,70.0,32.4,1
282,1013.4,23.6,21.8,19.6,17.3,76.0,86.0,2.2,60.0,19.2,1
283,1012.2,27.6,25.8,24.5,22.3,79.0,81.0,2.3,70.0,21.3,1
284,1019.3,27.5,24.5,22.3,16.8,73.0,49.0,9.3,10.0,21.9,0
285,1012.2,29.7,26.9,24.5,23.3,82.0,80.0,3.2,70.0,21.3,1
7,1012.0,30.1,26.8,23.3,20.6,70.0,44.0,10.2,20.0,9.5,0
287,1014.6,25.3,23.7,21.1,21.1,76.0,49.0,6.5,50.0,23.7,0
57,1016.2,25.9,23.7,20.1,19.2,82.0,83.0,3.4,20.0,20.5,1
289,1017.1,28.4,25.8,25.5,21.6,82.0,83.0,3.0,80.0,24.4,0
290,1016.0,25.4,23.2,21.5,18.6,70.0,69.0,6.4,50.0,28.8,0
291,1012.9,26.5,25.6,24.2,23.4,78.0,77.0,2.4,70.0,17.2,1
292,1014.8,29.2,25.5,23.4,19.9,84.0,70.0,6.3,80.0,13.7,0
293,1016.8,26.2,24.7,22.6,22.8,79.0,84.0,4.6,40.0,21.9,1
75,1014.8,27.1,26.1,24.5,23.1,78.0,61.0,7.6,80.0,13.7,0
295,1016.8,30.7,26.2,24.7,19.9,75.0,68.0,9.2,70.0,16.9,1
296,1015.6,26.3,23.8,21.4,20.9,70.0,72.0,8.5,50.0,35.8,0
297,1018.4,28.2,24.8,22.6,22.8,89.0,81.0,2.7,80.0,28.6,1
298,1017.0,28.9,25.8,23.3,21.6,86.0,83.0,2.6,70.0,44.7,1
299,1015.6,28.1,25.5,23.4,21.6,87.0,88.0,0.3,80.0,22.9,1
300,1014.7,29.6,26.5,23.8,19.6,90.0,85.0,0.5,70.0,24.9,1
8,1013.7,26.3,24.4,23.3,19.9,91.0,74.0,3.1,70.0,38.0,0
302,1016.5,29.4,25.8,22.8,16.0,79.0,88.0,0.3,70.0,9.5,0
303,1016.8,26.7,24.8,23.6,19.4,84.0,83.0,0.1,70.0,8.9,1
304,1016.5,28.5,26.2,24.4,23.1,79.0,84.0,2.4,80.0,19.0,1
305,1015.2,26.6,24.8,22.3,22.1,87.0,61.0,7.0,40.0,16.4,1
266,1017.1,28.4,25.4,23.7,22.1,79.0,83.0,3.5,80.0,41.3,1
307,1014.0,27.4,25.8,24.8,22.9,81.0,83.0,7.6,80.0,21.8,1
308,1016.7,27.5,25.0,23.1,22.3,76.0,49.0,9.5,40.0,8.5,1
76,1016.7,26.7,23.1,22.3,21.1,81.0,83.0,6.9,40.0,16.6,1
22,1014.2,21.3,20.5,20.5,19.9,91.0,88.0,0.0,70.0,46.3,1
311,1019.4,21.3,20.9,20.1,19.0,91.0,78.0,0.0,70.0,43.1,1
135,1018.1,21.0,20.8,19.4,19.6,91.0,88.0,0.0,20.0,16.6,1
111,1017.8,21.0,20.0,19.1,19.6,78.0,87.0,6.5,50.0,21.3,1
314,1017.1,20.4,18.4,17.4,15.1,79.0,88.0,0.0,40.0,37.5,0
112,1019.9,21.9,21.0,20.4,18.0,79.0,84.0,0.0,50.0,25.0,1
316,1018.7,24.3,20.8,19.2,16.2,78.0,46.0,7.7,40.0,9.1,1
317,1018.0,21.0,18.4,16.1,15.5,79.0,89.0,0.6,40.0,12.7,1
318,1018.9,24.8,22.3,20.7,20.8,91.0,93.0,0.0,40.0,13.7,1
319,1021.3,27.6,23.4,22.4,21.7,75.0,89.0,2.3,70.0,25.5,1
267,1022.5,27.6,25.4,24.3,16.9,75.0,88.0,0.0,10.0,26.3,1
321,1018.4,22.0,17.7,15.5,14.9,74.0,67.0,5.0,10.0,33.2,1
99,1022.5,18.6,17.7,16.9,13.3,75.0,90.0,0.0,60.0,38.0,1
323,1018.9,19.3,17.3,16.1,12.9,78.0,95.0,0.0,60.0,37.9,1
324,1019.9,20.1,20.1,18.0,17.5,93.0,88.0,0.0,25.0,15.3,1
325,1022.5,21.2,18.2,16.3,12.1,75.0,56.0,0.6,10.0,10.2,1
9,1022.2,24.4,19.7,18.4,16.0,83.0,95.0,1.2,70.0,15.5,1
327,1022.6,26.0,18.8,17.6,15.9,62.0,86.0,3.5,60.0,14.5,1
328,1021.2,19.8,17.9,17.2,14.4,71.0,95.0,0.0,70.0,40.4,1
329,1020.4,18.4,16.6,15.4,15.6,78.0,88.0,0.0,20.0,23.5,1
330,1022.1,20.9,17.6,15.1,6.6,74.0,72.0,7.7,20.0,23.7,0
331,1025.9,21.3,19.6,17.7,17.6,75.0,45.0,6.5,40.0,30.5,0
332,1019.5,16.2,15.2,14.6,13.9,90.0,92.0,0.0,70.0,43.1,1
333,1016.8,20.9,19.3,17.6,15.5,95.0,92.0,0.0,60.0,44.7,1
116,1022.6,17.2,16.2,15.2,13.1,79.0,88.0,0.0,70.0,43.1,1
335,1024.3,21.3,19.4,19.4,13.9,91.0,87.0,0.4,50.0,24.4,1
102,1016.8,16.4,15.3,15.3,15.2,86.0,88.0,0.1,50.0,10.9,1
337,1016.8,16.7,15.5,14.2,12.9,79.0,94.0,0.0,40.0,19.0,1
338,1020.4,18.4,15.3,14.6,12.9,79.0,88.0,0.0,60.0,38.0,1
339,1026.4,18.6,17.3,15.5,12.5,79.0,86.0,0.6,20.0,29.7,1
340,1017.1,17.5,16.6,15.4,15.5,85.0,92.0,0.0,70.0,39.7,1
341,1025.4,17.4,16.6,15.7,13.5,75.0,90.0,1.0,20.0,25.0,1
342,1020.6,20.8,18.4,16.2,7.4,67.0,88.0,0.0,40.0,27.0,1
343,1024.4,17.2,15.2,13.3,9.8,75.0,87.0,2.0,20.0,20.8,1
133,1021.3,17.2,14.9,12.8,11.8,90.0,88.0,0.1,50.0,27.4,1
91,1023.8,21.6,20.4,19.9,17.5,74.0,79.0,1.7,40.0,21.3,1
346,1023.8,19.9,15.5,12.7,8.4,67.0,72.0,7.0,30.0,19.0,0
347,1024.3,17.4,17.3,16.3,15.3,89.0,88.0,0.0,40.0,28.8,1
348,1018.1,17.3,16.5,15.6,15.6,90.0,91.0,1.0,60.0,39.5,1
349,1020.9,17.8,16.4,15.3,12.8,76.0,91.0,0.0,20.0,42.0,0
350,1022.6,21.6,18.8,16.8,13.1,92.0,82.0,0.1,50.0,23.9,1
15,1020.2,17.3,15.3,14.9,13.1,84.0,88.0,0.0,30.0,28.3,1
352,1019.9,20.7,19.3,17.1,13.3,67.0,86.0,0.6,70.0,33.0,1
353,1018.1,20.6,18.8,17.2,14.7,75.0,82.0,2.4,20.0,24.9,0
354,1017.6,20.6,18.8,17.1,15.1,75.0,84.0,0.0,40.0,35.6,1
355,1018.1,23.8,21.2,19.6,19.8,86.0,83.0,2.3,80.0,24.4,1
356,1016.8,21.1,18.8,17.4,15.3,75.0,88.0,0.0,50.0,30.3,1
357,1022.2,21.6,18.2,16.4,14.6,77.0,88.0,0.0,50.0,24.8,1
140,1023.2,20.6,17.8,14.4,13.4,75.0,88.0,0.0,20.0,23.3,1
82,1017.1,18.9,17.5,16.5,16.8,88.0,91.0,0.0,20.0,30.0,1
360,1016.8,18.9,17.7,16.9,16.8,96.0,95.0,0.0,50.0,17.5,1
361,1016.4,16.3,16.6,15.9,15.0,91.0,96.0,0.0,70.0,37.0,1
362,1013.9,18.9,17.1,15.3,16.9,79.0,94.0,0.0,70.0,24.0,1
144,1013.0,22.2,20.5,19.1,17.9,79.0,81.0,2.2,70.0,28.6,1
17,1014.5,18.7,17.6,17.0,17.4,97.0,95.0,0.0,50.0,25.0,1
78,1016.6,21.1,19.1,17.1,13.0,94.0,97.0,0.0,30.0,50.6,1
1,1021.9,19.3,18.1,17.3,16.3,95.0,100.0,0.0,70.0,26.5,1
2,1015.3,21.9,18.7,17.3,16.8,85.0,95.0,0.0,60.0,21.9,1
3,1017.7,20.9,19.3,18.9,18.0,87.0,91.0,0.0,70.0,50.7,1
4,1020.0,21.1,18.4,16.6,14.0,75.0,56.0,3.3,60.0,55.5,0
5,1027.1,10.8,7.4,8.1,2.5,61.0,95.0,0.1,20.0,24.0,1
6,1022.7,15.1,13.3,9.8,11.5,93.0,100.0,0.0,40.0,24.5,1
7,1027.4,10.4,10.4,8.1,2.2,77.0,92.0,0.0,60.0,39.5,1
8,1017.8,17.4,13.7,9.8,11.4,98.0,99.0,0.0,50.0,38.3,1
9,1024.7,10.9,8.9,7.0,4.6,79.0,96.0,0.0,70.0,27.9,1
10,1023.8,15.1,13.2,9.6,4.0,70.0,61.0,10.1,20.0,27.3,0
11,1017.7,14.6,11.6,10.0,10.9,92.0,88.0,0.1,70.0,50.6,1
12,1019.0,16.3,12.1,10.3,8.7,66.0,88.0,0.2,20.0,23.4,1
13,1023.9,18.2,17.2,15.4,13.7,69.0,55.0,2.4,60.0,55.5,0
14,1022.9,18.5,16.5,14.7,15.0,91.0,93.0,0.0,20.0,25.0,1
15,1024.3,17.5,13.1,11.4,3.1,58.0,81.0,0.0,20.0,14.6,1
16,1023.3,15.3,13.3,10.6,3.2,72.0,22.0,9.2,20.0,44.7,0
17,1020.8,16.2,13.1,10.6,1.1,77.0,60.0,10.2,20.0,30.3,0
18,1024.9,15.3,12.8,10.0,8.6,63.0,91.0,0.0,20.0,18.0,1
19,1027.8,19.7,16.7,14.7,11.1,67.0,44.0,9.9,20.0,20.5,0
20,1023.6,12.5,10.4,8.8,6.2,72.0,20.0,9.1,20.0,33.4,0
21,1020.1,13.3,14.4,11.6,10.5,89.0,85.0,1.9,20.0,9.9,1
22,1021.8,21.8,18.4,16.5,14.0,72.0,40.0,10.0,40.0,14.6,0
23,1018.7,15.4,13.1,13.4,12.3,95.0,87.0,0.3,50.0,12.4,1
24,1013.4,23.1,21.1,20.7,20.8,98.0,88.0,0.0,50.0,39.9,1
25,1026.9,19.6,18.6,17.9,12.4,85.0,88.0,0.5,20.0,21.6,1
26,1014.2,18.6,17.1,16.9,16.8,95.0,95.0,0.0,60.0,27.4,1
27,1017.4,25.3,22.1,20.4,19.6,72.0,20.0,10.1,40.0,15.2,0
28,1020.5,21.8,18.2,15.8,9.7,62.0,19.0,9.2,20.0,26.1,0
29,1019.7,17.6,15.4,14.4,14.3,90.0,96.0,0.0,40.0,15.5,1
30,1025.8,17.3,15.4,13.3,3.7,64.0,91.0,2.4,70.0,18.0,0
31,1013.9,20.9,20.6,19.4,19.9,73.0,83.0,2.0,70.0,14.8,0
32,1016.2,24.8,18.6,17.3,16.5,75.0,78.0,1.2,15.0,22.3,1
33,1016.8,23.4,22.4,20.8,16.5,76.0,45.0,9.5,80.0,39.7,1
34,1020.4,17.2,15.1,14.0,14.1,89.0,88.0,0.0,60.0,29.8,1
35,1025.2,16.8,13.5,10.6,10.1,72.0,40.0,9.2,20.0,16.0,0
36,1015.0,23.5,21.6,20.4,20.6,75.0,48.0,9.5,40.0,21.2,0
37,1024.9,17.3,15.2,14.6,11.5,79.0,46.0,5.0,70.0,39.5,1
38,1020.2,21.2,18.9,17.2,15.0,74.0,35.0,9.8,30.0,18.6,0
39,1025.4,18.8,16.1,13.8,11.1,76.0,49.0,9.1,20.0,30.2,0
40,1021.2,16.5,15.9,13.1,12.6,92.0,90.0,0.0,20.0,29.8,1
41,1020.4,20.7,18.4,17.6,14.3,78.0,90.0,0.2,70.0,43.8,1
42,1012.5,25.3,21.5,19.1,19.9,89.0,76.0,3.5,40.0,15.8,0
43,1020.6,18.9,15.2,14.7,13.3,75.0,46.0,9.8,20.0,24.5,0
44,1019.9,17.1,16.1,15.3,12.9,89.0,91.0,0.0,60.0,37.5,1
45,1022.1,20.5,19.0,17.2,16.9,82.0,78.0,1.1,70.0,21.9,0
46,1023.8,18.5,16.7,15.6,15.9,91.0,89.0,1.7,40.0,9.5,0
47,1013.0,21.3,18.6,17.1,16.0,79.0,86.0,0.0,70.0,30.6,1
48,1022.5,19.0,17.8,16.9,15.0,95.0,95.0,0.0,60.0,41.3,1
49,1013.4,20.3,18.1,17.4,16.8,79.0,88.0,0.1,20.0,8.9,1
50,1017.8,17.4,16.0,15.0,15.5,86.0,79.0,0.1,60.0,12.5,1
51,1016.5,17.4,16.6,15.3,14.4,87.0,100.0,0.0,20.0,40.8,1
52,1013.3,17.1,16.6,15.9,16.0,94.0,100.0,0.0,60.0,35.1,1
53,1019.9,21.3,19.5,18.4,18.1,81.0,84.0,0.5,50.0,20.0,1
54,1016.0,22.1,20.4,19.0,18.9,92.0,86.0,0.0,50.0,14.0,1
55,1025.9,18.6,16.6,15.6,13.7,78.0,88.0,0.0,40.0,24.4,0
56,1014.8,21.2,20.8,19.2,17.1,86.0,83.0,1.6,50.0,21.9,1
57,1012.2,18.5,17.6,15.4,13.1,94.0,88.0,0.2,100.0,23.5,1
58,1012.2,19.4,17.3,15.6,15.9,87.0,87.0,2.3,50.0,28.4,1
59,1018.1,20.4,17.6,15.6,15.6,97.0,99.0,1.6,80.0,19.2,1
60,1020.9,17.3,16.3,15.2,12.7,76.0,83.0,0.0,50.0,29.7,1
61,1022.5,15.5,13.7,12.3,10.0,92.0,95.0,0.0,20.0,26.5,0
62,1022.3,15.5,13.6,11.7,11.5,92.0,95.0,0.0,20.0,25.0,1
63,1013.9,23.1,21.5,20.1,19.3,77.0,88.0,0.0,70.0,32.5,1
64,1022.9,20.9,18.1,14.0,12.1,98.0,91.0,0.0,20.0,27.1,1
65,1020.4,19.2,18.1,17.1,14.9,75.0,91.0,0.0,60.0,26.2,1
66,1023.5,15.9,12.8,10.1,11.7,65.0,83.0,0.0,20.0,17.5,1
67,1014.8,21.3,19.9,17.6,18.1,90.0,82.0,2.5,20.0,21.6,1
68,1014.5,16.3,15.3,14.6,13.3,92.0,99.0,0.0,70.0,34.0,1
69,1023.8,17.2,14.8,11.7,8.4,69.0,22.0,9.0,20.0,12.5,0
70,1020.3,18.5,19.2,17.7,13.3,60.0,38.0,9.3,60.0,8.5,0
71,1017.4,25.2,20.6,19.9,19.9,79.0,81.0,2.5,50.0,16.0,1
72,1022.1,22.8,18.6,16.7,12.4,65.0,67.0,2.7,50.0,32.9,0
73,1016.4,24.9,22.2,20.8,17.8,79.0,83.0,3.5,70.0,29.8,0
74,1017.1,26.8,21.8,19.9,18.5,79.0,28.0,9.5,70.0,7.4,0
75,1013.6,26.5,23.1,19.1,16.8,86.0,75.0,6.7,60.0,28.6,0
76,1012.5,26.9,22.5,17.7,14.0,69.0,68.0,7.5,70.0,9.2,0
77,1016.8,25.2,23.1,21.3,21.4,94.0,88.0,0.0,80.0,19.3,1
78,1012.5,26.3,24.3,23.1,22.1,93.0,86.0,2.2,80.0,29.6,1
79,1012.5,27.8,25.5,24.4,22.9,86.0,82.0,2.4,70.0,28.0,0
80,1011.3,22.2,19.8,18.7,16.9,86.0,89.0,0.1,40.0,37.0,1
81,1010.5,19.6,18.2,18.0,16.5,95.0,95.0,0.0,70.0,19.0,1
82,1010.8,24.3,21.4,20.4,19.5,86.0,77.0,7.3,60.0,9.5,1
83,1011.5,26.5,23.1,20.6,17.0,91.0,89.0,0.3,70.0,12.1,1
84,1011.4,24.4,22.1,21.3,22.1,88.0,82.0,0.5,40.0,16.2,1
